"lon","lat"
-122.3320708,47.6062095
-118.2436849,34.0522342
-87.6297982,41.8781136
-96.7969879,32.7766642
-95.3698028,29.7604267
-99.133208,19.4326077
-84.3879824,33.7489954
-74.0059728,40.7127753
-104.990251,39.7392358
