"long","lat"
-101.306106567383,29.6310844421387
-101.30443572998,29.637788772583
-101.302200317383,29.6430587768555
-101.30054473877,29.6491928100586
-101.303863525391,29.6530303955078
-101.310859680176,29.6544609069824
-101.31721496582,29.6549777984619
-101.324150085449,29.6549777984619
-101.32999420166,29.653600692749
-101.337783813477,29.6544609069824
-101.344711303711,29.6558380126953
-101.350563049316,29.6577835083008
-101.355834960938,29.6605377197266
-101.358352661133,29.6650047302246
-101.360015869141,29.6699905395508
-101.362770080566,29.6741695404053
-101.365287780762,29.6785831451416
-101.368041992188,29.6830520629883
-101.369468688965,29.6880378723145
-101.368324279785,29.6947422027588
-101.369987487793,29.6997261047363
-101.371932983398,29.7047119140625
-101.374450683594,29.7091789245605
-101.378067016602,29.7130756378174
-101.381958007812,29.7161102294922
-101.385848999023,29.720006942749
-101.389976501465,29.7233295440674
-101.393356323242,29.7269401550293
-101.393356323242,29.7330703735352
-101.392219543457,29.7400054931641
-101.394737243652,29.7441864013672
-101.400291442871,29.7469387054443
-101.404190063477,29.7502613067627
-101.40860748291,29.7533550262451
-101.411125183105,29.7577648162842
-101.408889770508,29.7630367279053
-101.406135559082,29.7675075531006
-101.404991149902,29.772777557373
-101.411636352539,29.7722034454346
-101.417198181152,29.7708301544189
-101.422523498535,29.7685947418213
-101.42830657959,29.7669334411621
-101.433067321777,29.7646980285645
-101.440574645996,29.7649841308594
-101.446357727051,29.7669334411621
-101.452491760254,29.7688808441162
-101.456672668457,29.7722034454346
-101.459197998047,29.776388168335
-101.46028137207,29.7819442749023
-101.46166229248,29.7869300842285
-101.466125488281,29.7902526855469
-101.471687316895,29.7902526855469
-101.476669311523,29.7877902984619
-101.480850219727,29.7849826812744
-101.48526763916,29.7819442749023
-101.489730834961,29.7789077758789
-101.494148254395,29.7761001586914
-101.498611450195,29.773063659668
-101.503601074219,29.7708301544189
-101.508636474609,29.7685947418213
-101.513626098633,29.7663612365723
-101.518898010254,29.764181137085
-101.525253295898,29.7633247375488
-101.531387329102,29.764181137085
-101.535568237305,29.7672214508057
-101.539176940918,29.7711181640625
-101.539985656738,29.7766742706299
-101.53832244873,29.7828044891357
-101.536079406738,29.7877902984619
-101.533622741699,29.7930603027344
-101.531387329102,29.7983322143555
-101.530532836914,29.8052654266357
-101.530532836914,29.8113956451416
-101.534706115723,29.814432144165
-101.541641235352,29.81471824646
-101.546966552734,29.8124847412109
-101.550521850586,29.8085880279541
-101.553619384766,29.8041763305664
-101.556655883789,29.7997055053711
-101.558891296387,29.7944355010986
-101.561408996582,29.7891635894775
-101.563591003418,29.7838935852051
-101.566398620605,29.7794227600098
-101.569435119629,29.7750110626221
-101.575271606445,29.7733516693115
-101.582206726074,29.7736377716064
-101.590003967285,29.7741546630859
-101.597221374512,29.7744407653809
-101.603065490723,29.772777557373
-101.608047485352,29.770544052124
-101.613891601562,29.7691669464111
-101.619735717773,29.7677917480469
-101.625289916992,29.7663612365723
-101.632225036621,29.7663612365723
-101.639442443848,29.7677917480469
-101.644432067871,29.7702579498291
-101.649703979492,29.772777557373
-101.655838012695,29.7750110626221
-101.66081237793,29.7774772644043
-101.666946411133,29.7794227600098
-101.673309326172,29.7802829742432
-101.68058013916,29.7802829742432
-101.686660766602,29.7794227600098
-101.693077087402,29.7789077758789
-101.699722290039,29.7780494689941
-101.706649780273,29.7780494689941
-101.714736938477,29.7789077758789
-101.722526550293,29.7797107696533
-101.72917175293,29.7810859680176
-101.734733581543,29.7836074829102
-101.739715576172,29.786413192749
-101.744987487793,29.788875579834
-101.751113891602,29.7908267974854
-101.756958007812,29.7927722930908
-101.763893127441,29.7941493988037
-101.770027160645,29.7963829040527
-101.774719238281,29.7966690063477
-101.778327941895,29.7930603027344
-101.781944274902,29.7891635894775
-101.787498474121,29.7891635894775
-101.79443359375,29.7905387878418
-101.799697875977,29.7930603027344
-101.803886413574,29.7963829040527
-101.802505493164,29.8022289276123
-101.804977416992,29.8066387176514
-101.811103820801,29.8085880279541
-101.817230224609,29.8094463348389
-101.82445526123,29.8094463348389
-101.825836181641,29.8047504425049
-101.824165344238,29.7997055053711
-101.826919555664,29.7966690063477
-101.833335876465,29.7958126068115
-101.838607788086,29.7983322143555
-101.842788696289,29.8016548156738
-101.847770690918,29.8041763305664
-101.855278015137,29.8041763305664
-101.863067626953,29.8049793243408
-101.870002746582,29.8049793243408
-101.878028869629,29.8058395385742
-101.88501739502,29.8058395385742
-101.892234802246,29.8061218261719
-101.898307800293,29.8052654266357
-101.903633117676,29.8030281066895
-101.908622741699,29.800853729248
-101.913032531738,29.797758102417
-101.917213439941,29.7947235107422
-101.923858642578,29.7941493988037
-101.929992675781,29.7960948944092
-101.930564880371,29.8016548156738
-101.93692779541,29.800853729248
-101.943634033203,29.8002796173096
-101.950569152832,29.8016548156738
-101.953086853027,29.8061218261719
-101.955543518066,29.8103065490723
-101.958351135254,29.81471824646
-101.963340759277,29.8172378540039
-101.969696044922,29.8180408477783
-101.974174499512,29.8150043487549
-101.97777557373,29.811107635498
-101.981391906738,29.8074989318848
-101.985000610352,29.8038883209229
-101.990844726562,29.8058395385742
-101.998863220215,29.8066387176514
-102.005859375,29.8066387176514
-102.011642456055,29.8049793243408
-102.018058776855,29.8044624328613
-102.023902893066,29.8027992248535
-102.02946472168,29.8013687133789
-102.036109924316,29.8005657196045
-102.041656494141,29.7991905212402
-102.048080444336,29.7983322143555
-102.054725646973,29.797758102417
-102.061660766602,29.797758102417
-102.068878173828,29.797758102417
-102.076675415039,29.798620223999
-102.082801818848,29.8005657196045
-102.090538024902,29.8013687133789
-102.097526550293,29.8027992248535
-102.10359954834,29.8047504425049
-102.109733581543,29.8066387176514
-102.115859985352,29.8085880279541
-102.121932983398,29.8105354309082
-102.128059387207,29.8127708435059
-102.133911132812,29.81471824646
-102.139183044434,29.8172378540039
-102.145027160645,29.8191890716553
-102.151100158691,29.8211345672607
-102.156364440918,29.8235969543457
-102.161636352539,29.8264083862305
-102.166679382324,29.8288707733154
-102.170295715332,29.8327674865723
-102.173896789551,29.8363761901855
-102.177223205566,29.8402729034424
-102.179748535156,29.8447399139404
-102.187477111816,29.8452568054199
-102.194473266602,29.8455429077148
-102.201118469238,29.8447399139404
-102.207473754883,29.8438835144043
-102.213897705078,29.8447399139404
-102.220832824707,29.8461170196533
-102.227760314941,29.8472061157227
-102.232803344727,29.8500137329102
-102.237213134766,29.8530502319336
-102.238876342773,29.8580360412598
-102.239738464355,29.8635921478271
-102.241394042969,29.8686332702637
-102.245010375977,29.8724708557129
-102.248611450195,29.8686332702637
-102.253028869629,29.8655376434326
-102.256698608398,29.8619289398193
-102.259162902832,29.8663997650146
-102.263343811035,29.8694343566895
-102.268898010254,29.871955871582
-102.273880004883,29.8747081756592
-102.278350830078,29.8778018951416
-102.282768249512,29.880838394165
-102.287803649902,29.8835868835449
-102.292221069336,29.8866806030273
-102.298057556152,29.8886318206787
-102.305854797363,29.8894309997559
-102.311126708984,29.8871974945068
-102.314735412598,29.883358001709
-102.316970825195,29.8783168792725
-102.317771911621,29.8713855743408
-102.322235107422,29.8683452606201
-102.327796936035,29.8669719696045
-102.333068847656,29.8647384643555
-102.33805847168,29.8625030517578
-102.343040466309,29.8602695465088
-102.347511291504,29.8572330474854
-102.351921081543,29.8541393280029
-102.355529785156,29.850528717041
-102.357757568359,29.8452568054199
-102.359428405762,29.839183807373
-102.360000610352,29.8324794769287
-102.360290527344,29.8261203765869
-102.359428405762,29.8205623626709
-102.359428405762,29.814432144165
-102.359428405762,29.8083591461182
-102.361083984375,29.8022289276123
-102.36555480957,29.7991905212402
-102.369743347168,29.7963829040527
-102.373344421387,29.7924861907959
-102.376098632812,29.7880764007568
-102.376960754395,29.7825164794922
-102.377250671387,29.776388168335
-102.380851745605,29.7724914550781
-102.384979248047,29.7697410583496
-102.39054107666,29.7694549560547
-102.397758483887,29.7708301544189
